text,sentiment,clean_text
"berada di tengah tengah jalan braga , tempat nya lumayan enak untuk nongkrong , ada live musik , makanan nya pun lumayan .",positive,jalan braga nya lumayan enak nongkrong live musik makanan nya lumayan
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative,pengguna setia produk kecewa banget pelayanan pusat servis asus jujur menyepelekan pendapat pelanggan
"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",positive,makan pasta asing pizza hut posisi pizza nyaman inside mal outside mal berhadapan langsung jalan merdeka memanjakan mata rutinitas orangorang sekeliling letak strategis angkutan
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive,makan nengusung konsep to alam makan saung jalan saung disuguhi pemandangan indah suasana makan nyaman pelayanan cepat enggan pulang harga relatif standart mahal sekelas makanan standart suasana mantap
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive,cabai nya pelit masak nya cepat banget enak sayuran enak
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative,penasaran nya fotofoto kunjungan artis pas pesan makanan unggulan pemikiran keras aneh terkenal nya
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",negative,kang jalan muararajeun sebulanan dibenarkan rusak serius
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,positive,kecewa tuhan
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",positive,masakan jepang suka menu masakan karubi pas lidah keluarga menyediakan bermain anakanak harga makan resto sih enak masakan nya
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,nya sih istimewa nya nilai minus penilaian kali parkir luas dekorasi ruang makan bicara makanan urusan red dipo nilai plus makanan nya bervariasi ratarata
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",positive,makan kaki kambing paha empuk lumayam ukuran medium pas orang makan nasi es lemon tea segar kekurangan nya nya berasap wajar namanyanjg kambing bakar hehehe
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,positive,bukti sunda gudang mode makanan enak nya bakmi parahiyangan pokok nya ketagihan
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive,barang kw bagus kualitas seringkali nih ya pas lihat eh barang nya bagus bahan nya
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative,kader demokrat ribut hnw pks demiz dicalonkan jijik baca nya
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",positive,makan libur kemerdekaan agustus menit antre sistem pesan reservasi diijinkan menghemat solat pintu masuk permainan seni dimainkan berdekatan musola menganggu ibadah menakjubkan suasana alam menyatu
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative,nonton film bahasa jawa mengerti teks jelek film nya tindak tayang layar
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive,chacha makanan ringan terenak menemani tugas
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,si monyet gua nama nya anonim pengecut pakai simbol nya orang hidup situ anjing nama berani malu ya mending takut
kami sudah bosan dengan janji-janji kalian,negative,bosan janjijanji
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",positive,cocok relax keluarga pelayanan nya bagus makanan enak pemandangan pemandangan nya mantap
fadli zon anjing kau . tidak usah kau sok polos .,negative,fadli zon anjing kau kau sok polos
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive,enak tuna mayo pizza nya pinggir nya pakai cheesy bites harga murah pelayanan strategis
sulit sekali mengerti orang yang merasa selalu benar,negative,sulit mengerti orang
"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",positive,romantis udara dingin suasana tenang makanan lezat menikmati keindahan kota bandung romantis
nanda mulai bekerja di dhl indonesia bulan depan,neutral,nanda dhl indonesia
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative,omongan nya anies suka kebalikkan nya percaya menerus gila
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",positive,pasangan liburan asri sejuk pemandangan menarik makanan mahal menggugah selera
"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",positive,enak banget wajib dicoba pecinta ayam bakar harga sepadan enak makan barengbareng keluarga tercinta makan nya enak
"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",negative,rakyat mah panik kibulin istana panik jurus tipu dikeluarkan mempan rakyat nya dah pinter kecuali penghuni kolam butek senang diumpankan tipu tipu hap hap hap
"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",positive,alhamdulillah warga perbatasan merasakan buah pembangunan menikmati menunggu merdeka merasakan nya terima kasih jokowi benci jokowi salut beliau
"berlokasi di daerah ciumbuleuit , agak terpencil . tapi kafe ini sudah cukup lama ada , tadinya hanya berupa halaman rumah yang di sulap menjadi tempat makan terbuka di taman . sederhana dan sunyi , buat mereka yang ingin nongkrong di cafe tanpa keributan / hiruk pikuk dan terlalu banyak orang , di sini tempat nya . makanan cukup oke dan bisa bersama lama .",positive,berlokasi daerah ciumbuleuit terpencil kafe halaman rumah sulap makan terbuka taman sederhana sunyi nongkrong cafe keributan hiruk pikuk orang nya makanan oke
ingin marah ke indosat,negative,marah indosat
"kampung bareto terletak di dataran tinggi bandung utara . menyajikan makanan indonesia dan makanan barat dengan saung lesehan dan meja makan . bisa juga digunakan untuk pertemuan keluarga , arisan dan makan bersama teman dalam jumlah banyak . cocok untuk menjamu tamu dan bersantai . setiap malam minggu disajikan musik live . tersedia juga kolam ikan untuk memancing . harga makanan di bawah 100k id. suasana nya tenang dengan pelayan yang sangat baik .",positive,kampung bareto terletak dataran bandung utara menyajikan makanan indonesia makanan barat saung lesehan meja makan pertemuan keluarga arisan makan teman cocok menjamu tamu bersantai malam minggu disajikan musik live tersedia kolam ikan memancing harga makanan k id suasana nya tenang pelayan
"yusri maling dan kepala maling di belakang nya . ayo pejabat jakarta , cabut ktp dki nya . rakyat miskin yang sudah dibantu dari pajak orang-orang beruang kok bergaya lagi .",negative,yusri maling kepala maling nya ayo pejabat jakarta cabut ktp dki nya rakyat miskin dibantu pajak orangorang beruang bergaya
"senang sekali bisa berkunjung di ayam penyet bu tris , banyak menu yang tersedia , tapi pada saat itu saya hanya mencoba makanan sate , sungguh nikmat dan romantis sekali makan sambil ditemani dengan alunan live musik .",positive,senang berkunjung ayam penyet bu tris menu tersedia mencoba makanan sate sungguh nikmat romantis makan ditemani alunan live musik
"pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran . rasanya enak , porsi mengenyangkan , harga terjangkau . kalau tidak terlalu lapar , sebaiknya pesan 1 / 2 porsi saja .",positive,kali makan sengaja antrean orang restauran enak porsi mengenyangkan harga terjangkau lapar pesan porsi
nasi goreng hijau tren botti nya enak . yang lain oke-oke saja . jus lumayan seger . tempat nya lumayan buat ngumpul-ngumpul sama keluarga .,positive,nasi goreng hijau tren botti nya enak okeoke jus lumayan seger nya lumayan ngumpulngumpul keluarga
"kalau menurut kami ini merupakan restoran rekomendasi di bandung dari awal datang pelayanan nya bagus bagus pelayanan selain itu pemandangan di sini juga kece banget , makanan nya juga enak . tidak menyesal deh datang ke sini",positive,restoran rekomendasi bandung pelayanan nya bagus bagus pelayanan pemandangan kece banget makanan nya enak menyesal deh
"dasar gubernur tidak bermutu , pecat saja dari gubernur .",negative,dasar gubernur bermutu pecat gubernur
"keren sekali tempat nya , benar benar sesuai dengan nama nya the 18th restoran dan lounge . nyaman sekali tempat nya . cocok banget buat makan sama keluarga . rata rata yang ke sini sama pasangan nya sih . tapi sama kelurga juga lebih asik kok . pelayan nya baik banget , ramah pula . untuk harga makan nya juga standar kok",positive,keren nya sesuai nama nya the th restoran lounge nyaman nya cocok banget makan keluarga pasangan nya sih kelurga asik pelayan nya banget ramah harga makan nya standar
"makan siang yang memuaskan . menu dengan buffet system , rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang . sensasional . mencoba menu tutut yang dimasak kuning dan jengkol crispy , it s incredible but quite yummy . rekomendasi .",positive,makan siang memuaskan menu buffet system enak penyajian uni menikmati nya makan langsung beralaskan daun pisang sensasional mencoba menu tutut dimasak kuning jengkol crispy it s incredible but quite yummy rekomendasi
"mantap sekali , ambo kue lembut dan legit , kuah yang banyak , lokasi dan tempat terbatas . di sini jual juga makanan lain seperti nasi tim ayam yang enak",positive,mantap ambo kue lembut legit kuah lokasi terbatas jual makanan nasi tim ayam enak
"seorang teman mengajak hang out saat sore , sayang nya tempat parkir hanya muat tidak lebih dari 5 mobil . jadi susah dan lumayan menghabiskan waktu yang lama hanya untuk mencari tempat parkir .",positive,teman mengajak hang out sore sayang nya parkir muat mobil susah lumayan menghabiskan mencari parkir
makanan nya enak dan variasi makanan lumayan banyak . buka sampai malam dan cocok untuk yang cari makanan di malam hari,positive,makanan nya enak variasi makanan lumayan buka malam cocok cari makanan malam
"auto mual , mie nya kelembekan , molor nya hancur , cuek",negative,auto mual mie nya kelembekan molor nya hancur cuek
kubu djarot klaim unggul di real count sementara,neutral,kubu djarot klaim unggul real count
"pun tahu , cap cay , kangkung nya lumayan tapi kepiting saus padang nya mengecewakan kami dikasih kepiting yang kopong akhir kami tidak makan kepting nya dan dikembalikan .",negative,cap cay kangkung nya lumayan kepiting saus padang nya mengecewakan dikasih kepiting kopong makan kepting nya dikembalikan
"kericuhan yang terjadi pengujung debat kedua pilgub jabar pada 14 mei 2018 yang lalu , menimbulkan silang pendapat dari para kontestan debat .",neutral,kericuhan pengujung debat pilgub jabar mei menimbulkan silang pendapat kontestan debat
